순번	구분	기관명	채용유형	직렬태그	모집직렬_원문	인원	대상	학교장추천	추천마감	접수시작	접수마감	상태	필기일	면접일	최종발표	전형절차	필기과목	가점·자격	성적요건	공고링크	관련서류	출처	비고
	확인필요	극지연구소	청년인턴(채용형)	기계	운전.운송	1	확인필요	미표기		2024-11-04	2024-11-18					1. 1차 전형(서류) : 지원 자격을 충족한 지원자를 대상으로 100점 만점 기준 총점 평균 60점 이상 득점자 중 고득점자 순으로 채용인원의 5배수 이내 선발 2. 2차 전형(면접) : 전문지식 및 인성 각 분야 만점의 60% 이상 득점자 중 총점 70점 이상 이상 고득점자순으로 합격자 선정 *세부사항 채용공고문 확인		공고문 참고 공고문 참고		https://kopri.recruiter.co.kr	https://job.alio.go.kr/recruitview.do?idx=277970	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 고졸,대졸(2~3년),대졸(4년) (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 인천 / 응시자격: <아라온 운영,관리> ㅇ(전공) 항해학, 기관학, 해운경영, 조선공학, 해사법 ㅇ(우대사항) 해사대학 졸업 [공통] 1. 「청년고용촉진특별법시행령」에 따라 채용 예정일 기준(2024. 12. 23.) 만 15세 이상 만 34세 이하인 자 2. 채용 공고일 기준(2024. 11. 4.) 고등학교 졸업 이상 학사 졸업 이하의
	확인필요	시청자미디어재단	정규직,무기계약직	기계	사업관리,경영.회계.사무,문화.예술.디자인.방송,운전.운송	4	졸업생	미표기		2024-11-04	2024-11-19					o 신입직(채용형 인턴, 보훈제한경쟁) 1차 : 서류심사 및 AI역량검사(5배수, 입사지원서) 2차 : 최종면접(1배수, 일반면접) ※ 전형단계에서 2인 이상 동점자가 있을 경우에는 선발예정인원과 관계없이 모두 합격자로 하며 최종합격자를 결정할 때 2인 이상 동점자가 있을 경우 재단 「인재선발시험관리규정」 동점자 처리 기준에 따라 최종합격자를 결정 (단, 장애인 인정 등의 사항은 「장애인고용촉진 및 직업재활법」을 따름) 1) 지원서 제출 - 재단 양식에 따라 온라인상으로 접수 2) 서류심사 및 AI 역량검사 - 서류심사에서 개별 심사위원의 종합점수를 산술평균하여 60점 이상인자를 적격자로 선정하고, 서류심사 점수와 AI역량검사 점수를 각 50%의 가중치로 적용한 합산점수 고득점자 순으로 응시 모집단위별 합격자 배수에 따라 선정 3) 면접심사 - 면접심사에서 개별 심사위원의 종합점수를 산술평균하여 60점 이상을 적격으로 하고 적격자 내에서 고득점자 순으로 응시 모집단위별 합격자 배수에 따라 선발 o 무기계약직(특정업무직) 1차 : 서류평가(5배수, 입사지원서) 2차 : 최종면접(1배수, 일반면접) ※ 전형단계에서 2인 이상 동점자가 있을 경우에는 선발예정인원과		o 취업지원 대상자(다음 법률에 따른 취업지원 대상자) - 「국가유공자 등 예우 및 지원에 관한 법률」 - 「독립유공자예우에 관한 법률」 - 「5.18 민주유공자예우에 관한 법률」 - 「특수임무유공자 예우 및 단체설립에 관한 법률」 - 「고엽제후유의증 환자지원 등 및 단체설립에 관한 법률」 - 「보훈보상대상자 지원에 관한 법률」 *(증빙서류) 취업지원대상자 증명서 o 장애인 - 「장애인고용촉진 및 직업재활법」에 따른 (중증) 장애인 * 지원서 작성 이전 증빙 서류를 사전에 발급하여 「장애인고용촉진 및 직업재활법」에 따른 (중증)장애인 여부 확인 필수 * (증빙서류) 「장애인고용촉진 및 직업재활법」에 따른 중증장애인 확인서 등 o 저소득층 - 「국민기초생활보장법」에 따른 국민기초생활수급자 본인 또는 국민기초생활수급자 자녀 * (증빙서류) 기초생활수급자 증명서, 자녀에 해당하는 경우 주민등록등본 및 가족관계증명서 추가 제출 o 북한이탈주민 - 「북한이탈주민 보호 및 정착지원에 관한 법률」 제2조 규정에 의한 북한이탈주민 * (증빙서류) 북한이탈주민등록 확인서 등 o 다문화 가족 - 「다문화가족지원법」 제2조의 규정에 의한 다문화가족의 자녀 * (증빙서류) ①과		https://kcmf.or.kr/KCMF/contents/KCMF020500.do?schM=view&page=1&viewCount=10&id=20241104155925964166&schBdcode=&schGroupCode=&schGroupCode=	https://job.alio.go.kr/recruitview.do?idx=279210	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 고졸,대졸(2~3년),대졸(4년),석사,박사 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 서울,인천,경기 / 응시자격: <공통 자격기준> - 재단 「인사규정」 제32조(정년)에 따른 정년 연령에 도달하지 않은 자 - 재단 「인사규정」 제16조(결격사유)에 해당하지 않는 자 <분야별 자격기준> o 신입직(채용형 인턴, 보훈제한경쟁) ※ 아래 자격요건을 모두 충족하여야 함 ① 공통 지원자격 요건을 충족하는 자 ② 다음의 요건 중 하나를 충족하
	확인필요	국립생태원	비정규직	시설	환경.에너지.안전	2	확인필요	미표기		2024-11-08	2024-11-22					가. 전형일정 1. 채용 공고 및 접수: '24. 11. 8(금)~11. 22(금) 2. 서류심사: '24. 11. 25(월) 3. 서류전형 합격자 발표: '24. 11. 25(월) 17:00 이후 4. 면접심사: '24. 11. 28(목) 5. 면접심사 합격자 발표: '24. 11. 29(금) 17:00 이후 6. 결격사유 확인: '24. 11. 29(금)~12. 3(화) 7. 최종 합격자 발표: '24. 12. 4(수) 17:00 이후 8. 임용 및 관련 교육: '24. 12. 9(월) ※ 채용일정은 내부사정에 따라 변경 또는 취소될 수 있음 나. 원서교부: 국립생태원 홈페이지 공고문에서 응시원서를 다운받아 사용 다. 원서접수: 방문제출 및 등기우편 또는 채용담당자 전자우편(이메일)으로 제출 ○ 접수마감: 접수마감일(2024. 11. 22(금) 18:00)까지 접수처 도착분에 한함 ○ 방문접수: 업무시간(09:00~18:00) 내 가능하며, 국립생태원 멸종위기종복원센터 정문 경비실 접수 (반드시 채용담당자 연락 후 방문하여 제출, 연락처 054-680-5432) ○ 우편접수: (36531) 경상북도 영양군 영양읍 고월길 23 국립생태원 멸종위기종복원센터		장애인 또는 보훈대상자 관계법에 따라 우대(관련 서류 제출 시) ·「국가유공자 등 예우 및 지원에 관한 법률」 제29조: 법률에서 정하는 비율(5% 또는 10%) ·「독립유공자 예우에 관한 법률」 제16조: 법률에서 정하는 비율(5% 또는 10%) ·「5·18 민주유공자 예우에 관한 법률」제20조: 법률에서 정하는 비율(5% 또는 10%) ·「특수임무수행자 예우 및 단체설립에 관한 법률」제19조: 법률에서 정하는 비율(5% 또는 10%) ·「고엽제후유의증 등 환자지원 및 단체설립에 관한 법률」제7조제9항: 법률에서 정하는 비율(5% 또는 10%) ·「보훈보상대상자 지원에 관한 법률」제33조: 법률에서 정하는 비율(5% 또는 10%) ·「장애인 고용촉진 및 직업재활법」 제2조 및 시행령 제3조 따른 장애인: 5% ·「의사상자 등 예우 및 지원에 관한 법률」 제13조에 따른 취업보호 대상자: 5% ※ 가산점은 상기 관련근거 및 법률에 따라 부여 ※ 가산점이 중복되는 경우에 지원자에게 유리한 것 하나만 적용(법정가점은「보훈대상자 취업지원 업무처리지침」(국가보훈처 훈령)에 따라 적용) ※ 이외 보다 자세한 사항은 첨부파일의 채용 공고문을 참조 국가유공자, 독립유공자		https://www.nie.re.kr/nie/bbs/BMSR00086/list.do?gubunCd=EMPMN_001&menuNo=200350	https://job.alio.go.kr/recruitview.do?idx=278245	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 학력무관,고졸,대졸(2~3년),대졸(4년) (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 경북 / 응시자격: 가. 국립생태원 「기간제근로자 관리세칙」 제8조의 결격사유에 해당되지 않은 자 나. 자격 및 경력 요건: 해당분야 전공자 및 경력자로서 해당 업무 수행이 가능한 자 (※전문위원 라급_비교를 위함) 1. 채용예정 직무분야와 관련된 석사학위 취득 후 2년 이상 경력이 있는 자 2. 채용예정 직무분야와 관련된 학사학위 취득 후
	확인필요	한국환경공단	비정규직	시설	건설,환경.에너지.안전	1	확인필요	미표기		2024-11-15	2024-11-25					1차전형(서류전형) ⇒ 2차전형(면접전형) ⇒ 최종합격자 결정 * 서류전형은 채용 인원의 3배수 이내로 선발하여 면접전형 진행 - 선발예정인원 3배수를 초과하여 동점자가 있을 경우 전원 합격처리 후 면접전형 실시 * 서류전형 지원자가 2배수 미만 시 해당인원 채용을 재공고하고, 재공고 후에도 서류전형 합격자가 2배수 미만일 경우 면접전형 실시 * 결과통보: 서류전형 및 면접전형 합격자에 한해 개별 통보 * 채용적정성 심의(채용점검위원회) 후 최종합격자에게 결과 통보 예정		가.「국가유공자 예우 및 지원에 관한 법률」등 법정 가점에 따른 취업지원대상자 나.「의사상자 등 예우 및 지원에 관한 법률」에 따른 취업보호대상자 다.「장애인 고용촉진 및 직업재활법」에 따른 장애인 라. 경력단절여성(단절기간 6개월 이상) 및 저소득층*, 자립준비청년(서류전형에 한함) * (저소득층 인정범위) 「국민기초생활법」상 수급자 및 「한부모가족지원법」상 보호대상자 ※ 가점사항 대상에 중복하여 해당하는 경우 본인에게 유리한 하나만 인정 마. 해당분야 자격증 소지자(첨부의 채용공고문 참조) 취업지원(보호)대상자, 장애인, 경력단절여성, 저소득층, 자립준비청년, 분야별 자격증 소지자, 해당 분야 경력자		https://www.keco.or.kr/web/lay1/bbs/S1T1205C1207/A/22/view.do?article_seq=83086&cpage=1&rows=10&condition=&keyword=	https://job.alio.go.kr/recruitview.do?idx=278482	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 고졸,대졸(2~3년),대졸(4년),석사,박사 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 경기 / 응시자격: ○ 공통사항 - 공단 인사규정 제16조 임용 결격사유가 없는 자 - 공단 인사규정 제59조에 의거 영리업무 및 겸직근무자 제외 ○ 채용자격 기준 1) 해당분야의 박사학위 또는 기술사 자격을 취득한 자 2) 해당분야의 기사자격을 취득한 후 10년 이상 당해분야의 경력이 있는 자 3) 관련 협회 기술인 등급 고급 이상인 자
	확인필요	한국의약품안전관리원	정규직,비정규직	전기;전자	사업관리,경영.회계.사무,교육.자연.사회과학,보건.의료,전기.전자,정보통신	37	확인필요	미표기		2024-11-13	2024-11-27					o 서류전형 : 지원자 모두를 대상으로 지원분야에 관련되는 지원자격(자격증, 전공 등)이 소정의 기준에 적합한지 여부를 서면(형식요건)으로 심사하여 적격 또는 부적격을 판단 o 인성검사 및 직무능력검사 : 서류심사 합격자를 대상으로 온라인을 통해 지원자의 인성 및 직무능력검사 실시(면접전형 참고자료로 활용) o 면접전형 : 지원자의 능력요건에 대한 적격성을 심사하고, 불합격 기준에 해당하지 아니하는 자 중에서 심사성적이 각 위원의 채점평균 70점 이상인 자중 고득점자 순으로 최종 합격자를 결정		o 「국가유공자 등 예우 및 지원에 관한 법률」제29조에 의한 취업지원대상자 o 「장애인고용촉진 및 직업재활법」제2조제1호에 의한 장애인 o 본원 근무경력자 o 비수도권 지역인재 ※ 대학까지의 최종학력을 기준으로 비수도권(서울, 인천, 경기 제외) 지역학교를 졸업(예정)한 자 대상 취업지원대상자, 장애인, 비수도권지역인재		http://recruit.incruit.com/drugsafe	https://job.alio.go.kr/recruitview.do?idx=278420	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 고졸,대졸(2~3년),대졸(4년),석사,박사 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 경기 / 응시자격: o 공통 - 임용예정일부터 근무 가능한자 - 연령, 어학 및 성별 제한 없음(단, 정년(60세) 미도래자) o 기타 - 일부 모집분야의 경우 약사, 간호사 면허소지자에 한함 * 세부사항은 붙임 공고문 참조
	확인필요	아시아·태평양경제협력체 기후센터	정규직,비정규직	전자	정보통신,연구	2	확인필요	미표기		2024-11-14	2024-11-28					1차 전형(서류전형): ○ (심사기준) 응시이력서(경험/경력기술서), 자기소개서, 직무수행계획서 등을 기반으로 개인 역량과 전문성 평가 ○ (선발인원) 채용 예정 인원 배수 - 연구원(정보보안 및 네트워크 분야): 7배수(예비합격자 없음) - 연구원(GCF사업 수행 분야): 5배수(예비합격자 없음) ※ 서류전형 합격자는 서류전형 채점표상 평균점수 70점 이상인 사람 중 고득점자로 함. 2차 전형(면접전형): ○ (심사기준) 고유업무 적합성, 의사발표의 정확성과 논리성, 전문지식 및 응용능력, 창의력·의지력 및 발전가능성, 태도 및 인품 등 심사 ○ (선발인원) 채용 예정 인원의 1배수(예비합격자 2배수) ※ 면접전형 채점표 상 평균점수 80점 인상인 사람 중 고득점자로 함. 다만, 전형위원의 3분의 2 이상 평가점수 80점을 득하지 못한 경우 불합격		○ 장애인 고용촉진 및 직업재활법, 국가유공자 등 예우 및 지원에 관한 법률 등 관련 법령 우대 장애인, 보훈대상자 가점		http://www.apcc21.org	https://job.alio.go.kr/recruitview.do?idx=278467	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 고졸,대졸(4년) (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 부산 / 응시자격: 1. 정보보안 및 네트워크 분야 - 고등학교 졸업 학력 이상 소지자 - 정보보안/네트워크 관련 경험(2년 이상) 2. GCF(Green Climate Fund)사업 수행 분야 - 관련분야 학사학위 이상 소지자 * 관련분야: 기후변화, 사회조사 분석, 국제개발 협력 및 유사학과 - 국제협력 프로젝트 추진, 관리 또는 지원
	확인필요	한국산업단지공단	정규직	시설;전기;전자	사업관리,경영.회계.사무,건설,전기.전자,정보통신,환경.에너지.안전	20	공통	필요		2024-11-14	2024-11-28					ㅇ 1차(서류전형) : 채용분야별 자격요건을 갖추고 자기소개서 및 경험기술서 불성실 기재 없는 지원자는 모두 필기전형 자격 부여 ㅇ 2차(필기전형) : 채용분야별 3배수(단, 채용예정인원이 1명인 경우 5배수), (4급 신입) 직업기초능력평가(35점), 직무수행능력평가(60점), 한국사(5점), (4급 경력, 5급 신입) 직업기초능력평가(90점), 한국사(10점) ㅇ 3차(1차 면접전형) : 채용분야별 2배수(단, 채용예정인원이 1명인 경우 3배수), 발표면접(60점), 직무역량면접(40점) ㅇ 4차(2차 면접전형) : 채용분야별 1배수, 경험면접(100점)		취업지원대상자, 장애인, 국민기초생활수급자, 한부모가족, 북한이탈주민, 다문화가족, 경력단절 여성, 자립준비청년, 한국산업단지공단 청년인턴 * 보다 자세한 사항은 채용 공고문 참조 취업지원대상자, 장애인, 국민기초생활수급자, 한부모가족, 북한이탈주민, 다문화가족, 경력단절 여성, 자립준비청년, 한국산업단지공단 청년인턴 * 보다 자세한 사항은 채용 공고문 참조		https://kicox.saramin.co.kr	https://job.alio.go.kr/recruitview.do?idx=278424	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / ⚠️ 학교장 추천: - 특성화고 및 마이스터고* 졸업(예정)자** 중 학교장의 추천(학교별 1명)을 받은 자 ※ 복수 추천시 지원자 모두 부적격 처리 / 학력요건: 학력무관,고졸,석사 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주 / 응시자격: □ 공통 지원자격 ㅇ 국가공무원법 제33조 및 공단의 채용 결격사유에 해당되지 않는 자 ㅇ 채용일(`25.2.24. 예정)부터 즉시 근무가 가능한 자 ㅇ 지원연령 : 제한 없음(단, 공단 인사규정에 따라 공고일 기준 만 60세 이상은 지원불가) ㅇ 병역사항 : 병역법 제76조에서 정한 병역의무 불이행 사실이 없는자 ㅇ 대
	확인필요	한전원자력연료주식회사	정규직,청년인턴(채용형)	시설;기계;용접;전기;전자	사업관리,경영.회계.사무,법률.경찰.소방.교도.국방,건설,기계,재료,화학,전기.전자,정보통신,환경.에너지.안전,연구	65	재학생	미표기		2024-11-18	2024-12-03					[1차(서류)전형] 1. 평가항목 및 배점 : 자기소개(적/부), 계량 및 비계량 평가(채용분야별 상이, 붙임의 공고문 참조) 2. 선발방법 : 자기소개서 적격자 중 서류전형 취득점수, 가산점 합산의 고득점자 순 3. 선발배수 : 채용예정인원의 20배수 4. 동점자 처리기준 : 전원합격 [2차(필기)전형] 1. 평가항목 및 배점 : 직업기초능력평가, 직무역량평가, 인성검사(채용분야별 상이, 붙임의 공고문 참조) 2. 선발방법 : 인성검사 적격자 중 필기전형 취득점수, 가산점 합산의 고득점자 순 3. 선발배수 : 분야별 채용예정인원에 따라 3배수~5배수(분야별 채용예정인원 9명 이하 : 5배수, 분야별 채용예정인원 10명 이상 : 3배수) 4. 동점자 처리기준 : 전원 합격 [3차(면접)전형] 1. 평가항목 및 배점 : 역량 및 토의면접(채용분야별 상이, 붙임의 공고문 참조) 2. 선발방법 : 필기전형 점수(30%), 면접전형 취득점수(70%), 가산점 합산의 고득점자 순 3. 선발배수 : 채용예정인원의 1배수 4. 동점자 처리기준 : 취업지원대상자 - 장애인 - 저소득계층 - 면접전형 점수 고득점자 - 필기전형 점수 고득점자 - 서류전형 점수 고득점자 순 [		1. 취업지원대상자 : 전형단계별 만점의 5% 또는 10% 가산점(대상자 구분군에 따름) 2. 장애인 : 전형단계별 만점의 10% 가산점 3. 저소득계층 : 서류전형 만점의 5% 가산점 4. 북한이탈주민 : 서류전형 만점의 3% 가산점 5. 다문화가족 : 서류전형 만점의 3% 가산점 6. 우리회사 체험형인턴 우수수료자 : 서류전형 만점의 3~5% 가산점(대상자 구분군에 따름) 7. 고급자격증 소지자 : 자기소개(적/부) 적격자에 한하여 서류전형 면제, 필기 및 면접전형 만점의 5% 가산점(변호사, 변리사, 공인노무사, 공인회계사, 세무사, 기술사에 한하며, 국내 취득 자격 및 면허만 인정) ※ 모든 우대사항은 접수마감일('24.12.3) 기준 유효하게 등록되어 증빙 가능한 것에 한하여 인정 ※ 자세한 사항은 붙임의 공고문 참조 취업지원대상자, 장애인, 저소득계층, 북한이탈주민, 다문화가족, 우리회사 체험형인턴 우수수료자, 고급자격증 소지자		https://knfc.saramin.co.kr	https://job.alio.go.kr/recruitview.do?idx=278563	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 학력무관,고졸,대졸(4년),석사,박사 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 대전,충남 / 응시자격: [사무/기술] 1. 연령/성별 : 제한 없음[단, 정년(만 60세)에 도달한 자는 지원 불가] 2. 병역 : 제한 없음(단, 군복무 중인 경우 입사예정일 전일까지 전역이 가능한 자) 3. 학력 : 제한 없음 4. 기타사항 - 입사예정일(’25.2.28.)부터 근무가 가능한 자 - 당사 직원채용요건에 결격사유가 없는 자 -
	확인필요	한국해양과학기술원	정규직,무기계약직	기계;전기;전자;시설	기계,화학,전기.전자,환경.에너지.안전,연구	27	확인필요	미표기		2024-12-02	2024-12-17					-정규직, 무기계약직(기술직, 기술직(행), 기능직) - 3단계 전형 (서류심사→직무능력심사→(인성검사) 면접심사) -무기계약직(공무직)- 2단계 전형 (서류심사→(인성검사) 면접심사) (* 자세한 사항은 채용공고문 확인)		취업지원대상자 등 (* 자세한 사항은 채용공고문 확인) 취업지원대상자 등(* 자세한 사항은 채용공고문 확인)		https://www.kiost.ac.kr/cop/bbs/BBSMSTR_000000000073/selectBoardList.do	https://job.alio.go.kr/recruitview.do?idx=278982	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 학력무관,고졸,대졸(4년),석사,박사 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 부산,경북,경남,제주 / 응시자격: 성별 제한 없음 (* 자세한 사항은 채용공고문 확인)
	확인필요	한국환경공단	비정규직	시설	환경.에너지.안전	2	재학생	미표기		2024-12-04	2024-12-19					지원서접수 ⇒ 1차전형(서류전형) ⇒ 2차전형(면접전형) ⇒ 최종합격자 결정 ○ 서류전형 (평가방법) 자격사항, 우대사항, 자기소개서 항목 등 종합평가하여 채용예정인원의 3배수 내 선발 (합격자 결정) 서류전형 만점의 6할 이상의 득점자 중 고득점 순으로 선발 ○ 면접전형 (평가방법) 이해판단력, 응용력, 지식과 경험 등 직무수행 적격성 평가 (합격자 결정) 면접전형 만점의 6할 이상의 득점자 중 고득점 순으로 선발 ○ 최종합격자 발표: 합격자에 한하여 개별통보 * 공단 규정에 의거 신원조회 결과 불합격자의 경우 임용 취소		○ 취업지원대상자, 취업보호 대상자, 장애인, 경력단절여성, 저소득층 해당자 (취업지원대상자) - 「국가유공자 등 예우 및 지원에 관한 법률」제29조에 따른 취업지원대상자 - 「독립유공자 예우에 관한 법률」제16조에 따른 취업지원대상자 - 「보훈보상대상자 지원에 관한 법률」제33조에 따른 취업지원대상자 - 「고엽제후유의증 등 환자지원 및 단체설립에 관한 법률」제7조의 9에 따른 취업지원대상자 - 「5·18 민주유공자 예우에 관한 법률」제20조에 따른 취업지원대상자 - 「특수임무유공자 예우 및 단체설립에 관한 법률」제19조에 따른 취업지원대상자 (취업보호대상자) - 「의사상자 등 예우 및 지원에 관한 법률」 제13조에 따른 취업보호대상자 (장애인) - 「장애인고용촉진 및 직업재활법」제2조에 따른 장애인 (경력단절여성) - 「경력단절여성등의 경제활동 촉진법」제2조에 따른 경력단절 여성 중 1년 이상의 경력자이면서 단절기간 6개월 이상인 여성 (저소득층) - 「국민기초생활 보장법」제2조에 따른 수급자 또는 차상위계층 ○ 우대자격증 보유자 -운전면허 자격증 소유자 기사,산업기사 자격증 보유자 및 차량운전·출장업무 가능한 자, 해당분야 경력이 있는 자		https://www.keco.or.kr/web/lay1/bbs/S1T1205C1207/A/22/view.do?article_seq=83179&cpage=1&rows=10&condition=&keyword=	https://job.alio.go.kr/recruitview.do?idx=280167	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 고졸,대졸(2~3년),대졸(4년) (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 인천 / 응시자격: ○ 공통사항 - 공단 인사규정 제16조 임용 결격사유가 없는 자 - 공단 인사규정 제59조에 의거 영리업무 및 겸직근무자 제외 - 퇴직공직자의 경우, 공직자윤리법 제17조에 따라 채용일 이전까지 관할 공직자 윤리위원회의 취업 승인을 받은 자 - 임용예정일(’25년 1월 예정)부터 근무 가능한 자 ○ 채용자격 기준 - 해당
	확인필요	한국환경공단	비정규직	시설	화학,환경.에너지.안전	7	재학생	미표기		2024-12-05	2024-12-19					지원서접수 ⇒ 서류전형 ⇒ 면접전형 ⇒ 최종발표 1. 서류전형 ○ 평가방법: 자격사항, 우대사항, 가점사항, 자기소개서 등 종합평가 ○ 합격기준: 만점의 6할이상 득점자 중 고득점순으로 채용인원의 3배수 내 ※ 동점자 발생으로 3배수를 초과한 경우, 동점자 모두를 합격 처리 후 면접전형 실시 ○ 합격발표: 합격자에 한하여 개별 통보 ○ 우대사항, 자격사항, 경력사항 증빙서류 등은 서류전형 합격자에 한해 면접전형에서 증빙서류 제출 2. 면접전형 ○ 일시/장소: 서류합격자에 한하여 개별 통보 ○ 평가방법: 직무능력, 학식, 논리성, 인성 등 종합평가 ○ 합격기준: 만점의 6할이상 득점자 중 고득점순으로 합격자를 결정 ※ 동점자 발생 시 취업지원대상자, 면접전형 고득점자, 서류전형 고득점자 순으로 결정 ※ 그럼에도 동점자가 있는 경우, 동점자 대상 재면접 실시하여 선순위자 결정 ○ 합격발표: 합격자에 한하여 개별 통보 3. 채용대상자 발표: 합격자에 한하여 개별 통보		1. 취업지원대상자, 취업보호 대상자, 장애인, 경력단절여성, 저소득층 해당자 (취업지원대상자) - 「국가유공자 등 예우 및 지원에 관한 법률」제29조에 따른 취업지원대상자 - 「독립유공자 예우에 관한 법률」제16조에 따른 취업지원대상자 - 「보훈보상대상자 지원에 관한 법률」제33조에 따른 취업지원대상자 - 「고엽제후유의증 등 환자지원 및 단체설립에 관한 법률」제7조의 9에 따른 취업지원대상자 - 「5·18 민주유공자 예우에 관한 법률」제20조에 따른 취업지원대상자 - 「특수임무유공자 예우 및 단체설립에 관한 법률」제19조에 따른 취업지원대상자 (취업보호대상자) - 「의사상자 등 예우 및 지원에 관한 법률」 제13조에 따른 취업보호대상자 (장애인) - 「장애인고용촉진 및 직업재활법」제2조에 따른 장애인 (경력단절여성) - 「경력단절여성등의 경제활동 촉진법」제2조에 따른 경력단절 여성 중 1년 이상의 경력자이면서 단절기간 6개월 이상인 여성 (저소득층) - 「국민기초생활 보장법」제2조에 따른 국민기초생활수급자 (지원대상자) - 「한부모가족지원법」제5조에 따른 지원대상자 2. 우대 자격증 보유자: 해당 분야 기사 및 산업기사 자격증 소유자 기사 자격증, 산업기사		https://keco.or.kr/web/lay1/bbs/S1T1205C1207/A/22/view.do?article_seq=83190&cpage=1&rows=10&condition=&keyword=	https://job.alio.go.kr/recruitview.do?idx=280127	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 고졸,대졸(2~3년),대졸(4년),석사 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 서울 / 응시자격: 1. 공통사항 ① 공단 인사규정 제16조에 결격사유가 없는 자 ② 공단 인사규정 제59조에 따른 영리업무 및 겸직근무자 제외 ③ 퇴직공직자의 경우, 공직자윤리법 제17조에 따라 채용일 이전까지 관할 공직자 윤리위원회의 취업 승인을 받은 자 ④ 임용 예정일(’25년 1월)부터 즉시 근무 가능한 자 ※ 임용 예정일은 채용 진
